name ml_label sml pa_h
cosmos_6959 2 0 21.5719
cosmos_6960 3 0 74.7757
cosmos_6961 0 0 59.6388
cosmos_6963 4 0 -46.8859
cosmos_6964 3 0 -6.3907
cosmos_6966 3 1 50.8804
cosmos_6972 2 1 -38.7307
cosmos_6974 4 0 -32.5216
cosmos_6977 4 0 41.5845
cosmos_6979 1 1 43.3576
cosmos_698 4 0 15.881
cosmos_6984 1 1 -18.1103
cosmos_6985 3 1 -89.2864
cosmos_6987 1 1 -18.7144
cosmos_6989 4 0 20.5649
cosmos_6990 3 1 16.6461
cosmos_6996 1 0 -65.6695
cosmos_6998 2 1 -28.1949
cosmos_700 2 1 57.1536
cosmos_7004 1 0 34.3233
cosmos_7009 1 1 52.4211
cosmos_7015 1 0 -78.8522
cosmos_7024 1 1 -54.0823
cosmos_7027 1 1 -49.4929
cosmos_7033 4 1 -73.8443
cosmos_7036 1 1 69.3923
cosmos_7037 1 0 49.5068
cosmos_7042 1 1 -8.7909
cosmos_7044 2 1 2.056
cosmos_7047 1 1 88.2756
cosmos_7051 -1 0 29.2064
cosmos_706 1 0 -22.8215
cosmos_7064 1 1 40.4304
cosmos_7065 2 0 42.3082
cosmos_7067 3 0 -15.3822
cosmos_7072 4 1 -44.2294
cosmos_7075 1 1 -31.5257
cosmos_7079 1 0 -42.8839
cosmos_7080 1 1 -0.3736
cosmos_7085 1 1 -75.5484
cosmos_7086 1 0 -76.5846
cosmos_7089 1 0 18.9662
cosmos_709 4 1 15.1894
cosmos_7091 1 1 86.2149
cosmos_7093 4 0 -89.1976
cosmos_7097 1 1 34.114
cosmos_7098 1 0 -4.1116
cosmos_7105 1 1 -44.7349
cosmos_7111 1 1 32.8133
cosmos_7112 1 1 -66.7749
cosmos_7113 1 1 -35.6871
cosmos_7115 2 1 -13.6523
cosmos_7118 2 0 -59.6336
cosmos_7125 3 0 79.0006
cosmos_7132 1 0 21.7579
cosmos_7136 1 1 77.5065
cosmos_7139 2 1 84.1584
cosmos_7140 1 1 3.0615
cosmos_7142 1 0 -37.9047
cosmos_7145 1 1 -0.5273
cosmos_715 1 1 -34.2893
cosmos_7151 2 1 -26.922
cosmos_7154 3 0 43.1685
cosmos_7159 3 0 -9.3094
cosmos_716 2 0 45.0823
cosmos_7160 1 0 36.6729
cosmos_7162 3 1 -43.2066
cosmos_7167 2 0 -34.6171
cosmos_7170 4 0 -88.3702
cosmos_7178 1 0 -78.9065
cosmos_718 1 0 -13.5943
cosmos_7181 1 1 9.3283
cosmos_7184 2 1 -21.0797
cosmos_7185 1 1 -15.6963
cosmos_7187 -1 0 34.5969
cosmos_7189 1 0 70.2196
cosmos_719 3 1 -32.0074
cosmos_7193 1 0 79.4686
cosmos_720 4 0 0.9524
cosmos_7201 3 0 -88.9654
cosmos_7204 4 0 -9.4212
cosmos_7207 3 1 75.1795
cosmos_7208 4 0 -58.9409
cosmos_7210 -1 0 81.2347
cosmos_7216 3 1 -69.9833
cosmos_7219 1 0 -87.6666
cosmos_722 4 0 -67.6009
cosmos_7221 1 0 -1.5036
cosmos_7224 1 1 73.7226
cosmos_723 2 1 76.6535
cosmos_7232 1 0 31.5251
cosmos_724 1 1 -74.6952
cosmos_7240 1 0 -49.9265
cosmos_7241 3 1 65.5219
cosmos_7245 1 1 67.7247
cosmos_7248 1 0 70.6445
cosmos_7250 3 0 -87.4138
cosmos_7251 4 0 69.84
cosmos_7260 2 1 -61.0598
cosmos_7261 3 1 40.969
cosmos_7265 1 1 -79.2488
cosmos_7268 4 0 38.5906
cosmos_7269 1 0 70.6061
cosmos_727 4 0 18.9188
cosmos_7273 4 0 57.0331
cosmos_7275 3 0 -52.7474
cosmos_728 4 1 -82.3031
cosmos_7281 2 1 -68.4611
cosmos_7287 1 1 58.6839
cosmos_7289 1 1 62.7206
cosmos_729 2 0 -3.7878
cosmos_7290 4 0 -48.9688
cosmos_7291 1 1 -8.4564
cosmos_7297 -1 0 84.8771
cosmos_73 -1 0 -12.9365
cosmos_7304 1 1 -54.3717
cosmos_7305 3 1 20.9621
cosmos_7307 4 0 8.472
cosmos_7308 1 1 -62.9001
cosmos_731 2 0 -6.464
cosmos_7310 1 1 -79.4388
cosmos_7311 -1 0 5.9122
cosmos_7315 4 0 63.8185
cosmos_7324 1 0 -20.9155
cosmos_7336 1 1 58.6938
cosmos_7337 4 0 25.015
cosmos_7341 3 0 -56.3064
cosmos_7345 4 0 -32.2166
cosmos_735 2 0 10.7337
cosmos_7352 2 1 -11.4117
cosmos_7359 1 1 -15.502
cosmos_7360 2 0 -68.5477
cosmos_7361 1 1 -5.3968
cosmos_7362 4 0 65.0946
cosmos_7367 1 1 23.8659
cosmos_7368 1 1 68.714
cosmos_7370 2 1 -3.7404
cosmos_7371 1 1 -28.9327
cosmos_7374 3 1 -4.6749
cosmos_7375 3 0 -64.8816
cosmos_7376 1 0 -14.0981
cosmos_7377 1 0 17.3442
cosmos_738 3 1 -36.4579
cosmos_7385 2 0 48.9147
cosmos_7386 1 1 59.7734
cosmos_7391 4 0 -85.6811
cosmos_7392 4 1 -8.2773
cosmos_7393 1 0 36.6343
cosmos_74 1 1 -0.8458
cosmos_7407 1 1 17.3155
cosmos_7408 1 1 -42.976
cosmos_7409 3 1 27.9205
cosmos_7410 1 1 88.6921
cosmos_7411 4 0 22.1302
cosmos_7413 2 0 58.5253
cosmos_742 3 0 -1.5994
cosmos_7421 2 0 67.1178
cosmos_7422 1 0 71.6254
cosmos_7424 2 1 -59.8224
cosmos_7430 3 1 38.803
cosmos_7432 1 1 15.829
cosmos_7433 1 0 86.7816
cosmos_7438 2 0 24.468
cosmos_744 4 0 11.2913
cosmos_7446 1 1 -86.17
cosmos_7458 4 1 -88.0534
cosmos_746 4 0 -69.1472
cosmos_7462 2 1 80.3057
cosmos_7463 4 1 62.1247
cosmos_7464 1 0 62.8562
cosmos_7465 1 0 38.7255
cosmos_7475 1 0 83.0682
cosmos_7480 1 1 17.4611
cosmos_7484 1 1 84.9884
cosmos_7486 1 0 -31.3196
cosmos_7493 -1 0 -18.086
cosmos_7503 1 0 -18.6178
cosmos_7506 1 1 -42.2009
cosmos_7507 0 1 -73.8371
cosmos_751 2 0 -7.2424
cosmos_7510 1 0 59.3353
cosmos_7513 1 1 -17.4336
cosmos_7522 1 1 -10.204
cosmos_7523 3 1 76.5298
cosmos_7528 3 1 70.8713
cosmos_7529 1 0 -86.0635
cosmos_753 4 0 20.8735
cosmos_7535 2 1 -74.6
cosmos_754 1 0 -57.1871
cosmos_7544 4 0 -45.5336
cosmos_7549 3 1 87.7281
cosmos_7550 1 1 68.9835
cosmos_7551 1 0 38.1694
cosmos_7552 1 0 -60.1044
cosmos_7553 4 1 -15.8655
cosmos_7556 3 0 -62.5468
cosmos_7558 1 0 76.1841
cosmos_7559 3 1 -30.1759
cosmos_7560 3 1 87.6218
cosmos_7561 3 1 88.8044
cosmos_7562 1 0 -76.1514
cosmos_7571 1 1 -42.017
cosmos_7573 1 1 62.7392
cosmos_7576 4 1 19.0329
cosmos_7580 2 0 30.3514
cosmos_7595 4 0 -68.4811
cosmos_7596 3 1 68.5585
cosmos_7597 1 1 -1.5319
cosmos_7599 1 1 -40.1165
cosmos_7601 1 1 -29.0314
cosmos_7603 2 1 78.3682
cosmos_761 1 1 -54.8385
cosmos_7610 2 1 -52.0523
cosmos_7624 1 0 37.6976
cosmos_7627 2 1 54.2229
cosmos_7631 1 0 9.0189
cosmos_7634 1 1 38.2838
cosmos_7640 2 0 -85.1791
cosmos_7641 3 1 -0.1885
cosmos_7642 1 0 -51.8961
cosmos_7649 1 1 11.6961
cosmos_7650 1 1 1.4436
cosmos_7658 0 0 -62.6007
cosmos_7662 2 0 17.5919
cosmos_7664 3 0 73.4846
cosmos_7665 1 1 67.0282
cosmos_767 1 1 50.3824
cosmos_7670 1 1 84.6621
cosmos_7671 1 0 73.0072
cosmos_7673 3 1 -85.4384
cosmos_7676 2 1 -26.7462
cosmos_7682 2 1 -87.6685
cosmos_7685 1 1 34.3564
cosmos_7691 2 1 -46.1111
cosmos_7697 2 1 -52.4036
cosmos_770 3 1 -64.2631
cosmos_7701 4 1 -73.3606
cosmos_7703 1 1 -73.3361
cosmos_7706 1 0 29.504
cosmos_7712 2 1 79.7753
cosmos_7713 2 0 2.5492
cosmos_7720 2 1 43.2678
cosmos_7724 4 0 1.7259
cosmos_7725 1 1 54.8688
cosmos_7727 4 0 35.4767
cosmos_7729 1 0 -59.0379
cosmos_773 2 1 -65.3272
cosmos_7731 2 0 -73.0405
cosmos_7732 4 1 -48.5858
cosmos_7735 1 1 -10.0046
cosmos_774 1 1 -4.0895
cosmos_7743 2 1 -41.7215
cosmos_7746 2 0 37.2673
cosmos_7747 0 0 4.9306
cosmos_7748 3 0 -27.107
cosmos_7753 4 0 -20.6806
cosmos_7756 2 1 43.8436
cosmos_7758 1 0 -19.4796
cosmos_7763 1 1 -53.2658
cosmos_7769 1 0 -60.6427
cosmos_7774 1 1 64.918
cosmos_7779 1 0 -11.5956
cosmos_7784 4 0 55.6497
cosmos_7787 1 1 -72.4453
cosmos_7788 4 0 -32.1267
cosmos_7789 1 1 -36.5195
cosmos_779 4 1 19.9015
cosmos_7797 2 1 -74.3678
cosmos_78 1 1 -75.9063
cosmos_7803 1 1 -75.006
cosmos_7806 1 1 28.2306
cosmos_7807 3 0 50.6762
cosmos_7808 1 1 -4.2763
cosmos_7813 4 1 -46.6749
cosmos_7817 4 0 60.4494
cosmos_7818 3 0 37.2299
cosmos_782 1 1 77.2029
cosmos_7825 1 0 -44.2137
cosmos_7839 1 0 69.5396
cosmos_7843 2 0 89.3339
cosmos_7846 1 1 20.1672
cosmos_7847 1 1 24.8781
cosmos_7859 1 0 -11.9411
cosmos_7864 1 0 65.4591
cosmos_7868 1 0 -76.1298
cosmos_7875 1 0 -5.243
cosmos_7882 3 1 49.4882
cosmos_7883 2 1 28.1431
cosmos_7884 4 0 89.8176
cosmos_7886 1 1 -8.6785
cosmos_7895 3 1 75.5563
cosmos_7896 4 1 -78.2593
cosmos_7898 2 1 -14.4513
cosmos_79 3 0 9.8603
cosmos_7901 3 0 59.62
cosmos_7905 1 1 -79.6779
cosmos_7906 1 1 -86.5739
cosmos_7910 1 1 35.0487
cosmos_7916 1 0 -44.672
cosmos_7927 3 0 42.8842
cosmos_793 -1 0 52.0205
cosmos_7940 1 1 -55.5978
cosmos_7949 1 0 -2.507
cosmos_7951 4 0 -37.6081
cosmos_7953 1 1 -57.1917
cosmos_7954 3 0 11.6252
cosmos_7958 1 1 81.2839
cosmos_796 2 1 58.4846
cosmos_7960 2 0 -37.5694
cosmos_7962 4 0 -35.127
cosmos_7969 3 0 71.1442
cosmos_797 4 1 55.2434
cosmos_7971 1 1 -21.9517
cosmos_7974 2 1 12.7546
cosmos_7983 3 0 2.6553
cosmos_7985 3 1 23.4866
cosmos_799 1 0 -75.8745
cosmos_7993 2 0 -4.7272
cosmos_7996 3 0 -18.834
cosmos_80 1 1 -17.83
cosmos_8002 4 1 -29.4335
cosmos_8003 1 0 -15.2372
cosmos_8006 4 0 -50.5013
cosmos_8007 1 1 72.3495
cosmos_8008 1 0 83.0278
cosmos_801 3 0 45.3203
cosmos_8013 4 0 -88.5442
cosmos_8018 4 0 -7.9165
cosmos_802 4 0 -66.7271
cosmos_8020 -1 0 86.6468
cosmos_8022 2 0 30.223
cosmos_8024 1 0 -1.9352
cosmos_8029 1 1 1.6655
cosmos_8038 1 1 -24.0068
cosmos_8039 1 0 -48.0277
cosmos_804 1 0 -78.1021
cosmos_8044 1 0 53.1441
cosmos_8047 2 0 -31.3873
cosmos_805 1 1 -9.654
cosmos_8051 1 0 46.9736
cosmos_8056 1 1 -76.3356
cosmos_8059 3 0 -43.2744
cosmos_8061 4 0 -79.9018
cosmos_8062 1 0 -11.3149
cosmos_8065 2 1 79.7147
cosmos_8066 1 1 75.3712
cosmos_8067 2 0 -58.3096
cosmos_8068 1 1 61.8946
cosmos_8069 2 0 -55.2543
cosmos_807 4 0 9.4586
cosmos_8073 1 0 -54.9548
cosmos_8074 2 1 -62.1488
cosmos_8075 -1 0 84.838
cosmos_8077 3 1 63.3014
cosmos_808 1 0 -55.6707
cosmos_8080 1 1 4.0611
cosmos_8081 1 1 10.6774
cosmos_8089 3 1 21.5133
cosmos_8093 2 1 -12.5309
cosmos_8096 4 0 83.9338
cosmos_810 1 1 -47.1611
cosmos_8101 1 0 66.2848
cosmos_8103 1 1 50.2762
cosmos_8104 1 0 -0.8866
cosmos_8110 4 0 18.1571
cosmos_8111 1 1 -29.6528
cosmos_8114 2 1 76.2168
cosmos_8115 2 1 47.9698
cosmos_812 2 1 -23.022
cosmos_8127 2 1 -45.2918
cosmos_813 1 0 80.7333
cosmos_8134 3 0 -65.6529
cosmos_8142 0 0 86.7921
cosmos_8143 1 1 20.5732
cosmos_8147 3 1 70.0425
cosmos_8149 2 0 -2.7292
cosmos_8154 2 1 -4.1596
cosmos_8156 1 1 -28.4142
cosmos_8157 3 1 88.7405
cosmos_8160 3 1 82.8086
cosmos_8161 1 1 -12.2544
cosmos_8164 1 1 7.9471
cosmos_8168 1 1 -60.079
cosmos_8172 1 0 57.4364
cosmos_8184 1 0 -18.7339
cosmos_8188 1 1 -76.0549
cosmos_8191 2 0 -36.752
cosmos_8200 1 1 -80.573
cosmos_8201 4 0 8.6868
cosmos_821 1 1 -63.6619
cosmos_8216 1 1 63.021
cosmos_822 1 1 -52.262
cosmos_8220 1 1 -46.4341
cosmos_8221 1 1 -72.7646
cosmos_8224 4 1 75.8398
cosmos_8226 1 0 -16.9484
cosmos_8228 4 0 24.5382
cosmos_8229 4 0 2.413
cosmos_823 1 0 30.1909
cosmos_8232 4 1 -61.9645
cosmos_8238 3 1 25.2059
cosmos_8247 4 0 18.1286
cosmos_8248 3 1 -26.3308
cosmos_8251 1 1 29.7825
cosmos_826 1 1 0.0366
cosmos_8265 4 0 -38.5009
cosmos_8267 4 0 48.1937
cosmos_827 2 0 -19.0261
cosmos_8273 4 0 61.7704
cosmos_8276 1 1 -13.8311
cosmos_828 2 0 -50.1209
cosmos_8280 2 0 -86.7998
cosmos_8286 3 0 76.7859
cosmos_8287 1 1 25.9986
cosmos_8288 2 1 -62.6678
cosmos_8295 1 1 25.9263
cosmos_8297 3 0 22.5889
cosmos_83 3 1 43.7775
cosmos_8300 1 0 78.4176
cosmos_8307 3 1 -51.2226
cosmos_8310 3 0 -63.6344
cosmos_8317 2 1 60.1401
cosmos_8318 3 1 -57.678
cosmos_8326 1 1 -1.9206
cosmos_8327 1 0 65.9949
cosmos_833 1 1 29.7066
cosmos_8331 3 0 7.806
cosmos_8333 -1 0 50.3889
cosmos_8345 1 0 -20.4375
cosmos_8355 -1 0 42.1747
cosmos_8359 3 1 -36.553
cosmos_8360 1 1 22.102
cosmos_8363 1 1 -72.2496
cosmos_8367 1 1 -71.5269
cosmos_8372 4 0 44.847
cosmos_8375 1 0 60.4479
cosmos_8378 4 0 -60.5152
cosmos_8381 4 0 -71.4422
cosmos_8382 1 1 31.8775
cosmos_8383 3 0 20.4551
cosmos_8384 1 1 -13.8902
cosmos_8388 4 0 -42.9198
cosmos_8396 1 0 59.7191
cosmos_8397 1 0 16.4365
cosmos_8399 3 0 -48.7025
cosmos_840 1 1 88.1763
cosmos_8401 1 1 -67.6526
cosmos_8405 1 0 -80.8183
cosmos_8412 3 1 -27.7543
cosmos_8414 3 1 -46.1983
cosmos_8415 3 0 0.2414
cosmos_8417 1 1 36.4713
cosmos_8428 1 1 24.7196
cosmos_8430 1 0 10.9329
cosmos_8432 1 0 86.6472
cosmos_8434 2 1 -12.7153
cosmos_8435 1 1 71.513
cosmos_8436 1 1 -84.3554
cosmos_8438 1 0 -8.8675
cosmos_8441 1 0 0.8164
cosmos_8442 2 1 69.5674
cosmos_8443 4 0 -6.2075
cosmos_8444 1 0 -31.9654
cosmos_8454 1 1 -32.5682
cosmos_8469 1 1 81.7755
cosmos_847 3 0 -77.9961
cosmos_8472 4 0 -29.6729
cosmos_8481 4 0 59.1797
cosmos_8490 2 1 54.7461
cosmos_8491 1 1 -50.4333
cosmos_850 2 1 51.6307
cosmos_8500 2 0 -3.1963
cosmos_8508 1 1 32.6055
cosmos_8509 4 0 74.2524
cosmos_851 3 1 -36.9782
cosmos_8511 1 0 38.8995
cosmos_8512 1 1 49.3161
cosmos_8513 4 0 76.5263
cosmos_8514 4 0 45.7269
cosmos_8515 2 1 -64.0434
cosmos_852 4 0 -62.4144
cosmos_8525 1 1 49.0103
cosmos_8529 1 0 57.9555
cosmos_8530 3 1 -34.8508
cosmos_8531 1 1 6.4323
cosmos_8534 1 0 74.8042
cosmos_8535 2 1 25.9781
cosmos_8536 3 1 1.9272
cosmos_8537 3 1 -48.7538
cosmos_8539 2 0 -23.9008
cosmos_854 2 1 -7.4366
cosmos_8540 1 1 -47.0786
cosmos_8542 1 1 4.4756
cosmos_8547 3 0 10.2804
cosmos_8552 1 1 11.8224
cosmos_8557 1 0 -43.1398
cosmos_8558 1 0 66.0289
cosmos_8559 4 0 -86.1154
cosmos_856 4 1 38.4733
cosmos_8562 3 1 -56.3628
cosmos_8565 1 0 72.5265
cosmos_8572 1 0 41.3999
cosmos_8576 4 0 29.2277
cosmos_858 3 1 -73.0811
cosmos_8580 4 0 -40.2041
cosmos_8582 1 1 -35.3824
cosmos_8587 1 1 42.0477
cosmos_86 2 0 -84.0876
cosmos_8602 1 1 26.6689
cosmos_8605 2 0 26.5076
cosmos_8609 2 1 -67.9377
cosmos_8613 0 0 -40.5492
cosmos_8614 3 1 79.2812
cosmos_8615 1 1 -25.9561
cosmos_8617 1 1 -0.5694
cosmos_8618 1 1 -28.0231
cosmos_8626 1 0 86.4231
cosmos_8629 1 1 25.3958
cosmos_8636 1 1 68.7269
cosmos_8640 1 1 -33.4252
cosmos_8644 4 1 -49.3784
cosmos_8645 1 0 44.5991
cosmos_8649 2 0 22.7248
cosmos_865 1 1 16.9936
cosmos_8650 1 1 -54.029
cosmos_8659 1 1 41.3311
cosmos_866 4 1 65.9843
cosmos_8660 2 0 -1.6257
cosmos_8663 2 0 35.9412
cosmos_8665 1 1 -16.8321
cosmos_8669 2 1 -27.8603
cosmos_8674 1 1 -77.665
cosmos_8682 3 1 69.3589
cosmos_8684 2 1 -33.3748
cosmos_8685 3 1 -46.7443
cosmos_8687 4 0 -77.3165
cosmos_8696 4 0 28.1384
cosmos_8698 3 0 20.0258
cosmos_8700 3 1 27.8451
cosmos_8702 1 0 84.7972
cosmos_8706 2 0 -15.8469
cosmos_8712 1 1 84.5906
cosmos_8716 3 1 85.2947
cosmos_8721 2 1 -79.8588
cosmos_8729 3 0 55.7304
cosmos_8734 2 1 -54.6634
cosmos_8736 1 1 -68.3489
cosmos_8746 1 1 -23.3144
cosmos_8747 1 1 -35.1308
cosmos_8749 2 0 -60.0627
cosmos_8752 4 0 -26.2658
cosmos_8759 1 0 56.6361
cosmos_8766 1 0 69.2369
cosmos_877 1 0 18.2315
cosmos_8773 3 1 -85.6125
cosmos_878 1 1 -24.3735
cosmos_8780 1 0 39.8391
cosmos_8788 4 0 -46.19
cosmos_8789 1 1 74.5176
cosmos_8793 1 1 -13.2765
cosmos_8796 1 0 -7.9104
cosmos_880 3 1 -20.9696
cosmos_8800 1 1 81.5126
cosmos_8801 3 1 56.5224
cosmos_8802 4 0 -23.0907
cosmos_8804 2 1 -74.6116
cosmos_8809 1 1 49.5298
cosmos_881 2 0 35.9025
cosmos_8811 4 0 15.6985
cosmos_8812 1 1 27.241
cosmos_8813 1 0 -6.3463
cosmos_8814 1 0 74.4074
cosmos_882 0 0 22.7821
cosmos_8822 1 1 46.4759
cosmos_8828 0 1 62.3572
cosmos_8832 2 0 -65.7439
cosmos_8844 1 0 -42.6302
cosmos_8850 1 1 -79.242
cosmos_8851 1 0 86.3022
cosmos_8854 4 0 -62.915
cosmos_8857 1 1 1.0512
cosmos_8859 1 0 -70.9677
cosmos_8863 3 1 75.2962
cosmos_887 1 1 -50.0222
cosmos_8872 4 1 66.1553
cosmos_8873 4 0 24.1914
cosmos_8874 2 1 64.6269
cosmos_8878 1 1 -64.2435
cosmos_8879 3 0 23.8052
cosmos_888 4 0 34.6703
cosmos_8888 1 0 49.5564
cosmos_8898 1 0 33.2591
cosmos_8903 2 1 47.5919
cosmos_8908 3 0 21.6145
cosmos_8919 2 1 -48.5562
cosmos_8926 4 0 -66.5775
cosmos_8928 2 1 -48.1043
cosmos_893 1 1 -17.0871
cosmos_8931 -1 0 48.6577
cosmos_8940 -1 0 -74.5427
cosmos_8941 1 0 -62.724
cosmos_8945 1 1 -56.0488
cosmos_8958 4 1 -66.1608
cosmos_8962 4 0 -80.8466
cosmos_8969 2 0 4.9693
cosmos_897 0 0 26.094
cosmos_8980 3 0 82.197
cosmos_8981 4 0 79.2915
cosmos_8985 1 0 -80.1921
cosmos_8988 1 1 37.5257
cosmos_8999 2 1 -85.6439
cosmos_90 1 0 33.9598
cosmos_9003 1 1 83.219
cosmos_9004 1 0 -18.3889
cosmos_901 4 0 -6.4583
cosmos_902 3 0 77.8445
cosmos_9031 2 0 -87.8873
cosmos_9034 1 1 88.0588
cosmos_9041 3 1 -67.4975
cosmos_9044 4 0 -43.3506
cosmos_905 4 1 -69.6046
cosmos_9057 3 0 51.5518
cosmos_906 1 1 -3.6332
cosmos_9065 1 1 -33.0832
cosmos_9066 2 1 40.5285
cosmos_9069 2 1 12.4709
cosmos_9073 1 0 -23.9739
cosmos_9075 1 1 -54.414
cosmos_9081 2 0 -56.56
cosmos_9084 4 1 -27.4453
cosmos_9086 2 0 -55.4195
cosmos_9089 2 0 -86.4299
cosmos_9092 1 1 57.6633
cosmos_9094 0 1 45.6311
cosmos_910 4 1 -11.0343
cosmos_9104 3 0 29.034
cosmos_9106 2 1 -48.5905
cosmos_911 1 1 -56.6814
cosmos_9110 2 1 -10.5533
cosmos_9111 4 0 -21.6445
cosmos_9115 2 1 1.9178
cosmos_9119 1 0 48.7558
cosmos_9122 3 0 -10.168
cosmos_9134 1 1 73.5069
cosmos_9135 4 0 7.8251
cosmos_9148 4 1 -84.9031
cosmos_9151 2 0 48.5164
cosmos_9156 4 1 -72.0758
cosmos_9159 1 1 -28.1661
cosmos_916 1 1 -66.7325
cosmos_9165 1 0 -86.5407
cosmos_9167 1 0 47.5936
cosmos_9169 1 0 52.9453
cosmos_9170 -1 0 68.5745
cosmos_9178 1 1 -54.7994
cosmos_9180 3 1 83.1309
cosmos_9183 4 0 4.5803
cosmos_9184 1 0 -80.749
cosmos_9189 1 1 18.7111
cosmos_9193 3 0 -4.1036
cosmos_92 1 0 -88.975
cosmos_9200 4 0 -3.9079
cosmos_921 -1 0 -8.5315
cosmos_9212 4 0 -74.9797
cosmos_9216 1 1 28.9155
cosmos_9217 -1 0 -29.7005
cosmos_922 1 1 57.3184
cosmos_9226 2 0 -33.9324
cosmos_9227 4 0 47.1442
cosmos_9230 1 0 75.3393
cosmos_9233 2 0 -30.8276
cosmos_9241 3 0 7.9488
cosmos_9246 4 0 -20.1076
cosmos_9250 2 1 30.1672
cosmos_9251 2 1 -47.8348
cosmos_9252 2 1 67.152
cosmos_9253 1 1 6.6867
cosmos_9258 4 0 40.4732
cosmos_9260 2 1 15.6344
cosmos_9263 1 0 -82.9677
cosmos_9266 2 1 -63.3655
cosmos_9268 1 1 11.6383
cosmos_9270 1 0 89.8869
cosmos_9271 1 1 11.5299
cosmos_9274 3 1 70.7591
cosmos_9285 1 1 -86.8178
cosmos_9287 2 1 -53.4502
cosmos_9289 4 0 -40.104
cosmos_9293 1 0 -31.2806
cosmos_9297 2 0 -80.2029
cosmos_9298 3 1 59.1828
cosmos_9307 1 1 -65.2672
cosmos_9308 1 1 -73.9301
cosmos_9316 1 0 -27.5746
cosmos_9318 1 0 41.7654
cosmos_9319 1 1 33.7156
cosmos_932 2 0 -67.0814
cosmos_9320 0 0 -64.6602
cosmos_9322 1 1 -33.7919
cosmos_9324 1 1 59.3579
cosmos_933 2 1 -42.4859
cosmos_9332 3 1 -64.1149
cosmos_9334 2 0 27.4912
cosmos_9340 3 1 -43.7239
cosmos_9345 1 1 53.0257
cosmos_9350 1 1 -20.0094
cosmos_9352 1 0 -85.8469
cosmos_9356 3 0 69.8664
cosmos_9359 -1 0 72.6647
cosmos_936 1 1 57.8383
cosmos_9361 2 1 -52.081
cosmos_9362 1 1 -19.6015
cosmos_9363 1 0 -52.1879
cosmos_9368 4 1 68.3766
cosmos_937 3 0 82.5746
cosmos_9373 1 0 84.4103
cosmos_938 1 0 -11.5077
cosmos_9385 1 0 -0.1744
cosmos_9389 4 0 -78.9113
cosmos_9393 1 1 88.1791
cosmos_9395 4 0 -75.7671
cosmos_9405 1 0 -69.4031
cosmos_941 4 0 -48.6339
cosmos_9418 1 1 -68.0412
cosmos_9419 1 0 10.1942
cosmos_9424 1 0 -88.6339
cosmos_9425 2 1 -57.1247
cosmos_9427 2 0 -3.8626
cosmos_9433 1 0 -60.2748
cosmos_9435 2 1 -57.0204
cosmos_9437 3 1 72.2461
cosmos_944 4 1 3.7343
cosmos_9440 4 1 53.2936
cosmos_9441 4 0 -62.5322
cosmos_9442 1 0 58.2746
cosmos_9445 1 1 59.0161
cosmos_9449 4 0 -77.6671
cosmos_9454 3 1 -67.63
cosmos_9459 3 0 -8.9764
cosmos_9462 -1 0 74.3977
cosmos_9465 3 0 11.0769
cosmos_9467 4 0 39.8413
cosmos_9472 1 1 82.536
cosmos_9474 1 1 -1.839
cosmos_9475 1 0 -46.3531
cosmos_9477 1 1 -34.8591
cosmos_9479 1 1 28.8933
cosmos_9481 1 1 59.2426
cosmos_9483 3 1 -73.9779
cosmos_9484 1 1 -4.2975
cosmos_9485 3 0 85.8348
cosmos_9490 1 0 74.4582
cosmos_9493 4 0 69.8074
cosmos_9494 1 1 70.437
cosmos_9495 2 0 8.4827
cosmos_9499 1 0 32.9153
cosmos_9500 1 0 79.6726
cosmos_9503 4 0 -67.8678
cosmos_9507 1 1 69.3757
cosmos_951 1 0 -77.9117
cosmos_9510 2 0 -73.4018
cosmos_9513 1 1 -4.625
cosmos_9518 3 1 -33.0267
cosmos_9519 1 1 25.5281
cosmos_9522 1 1 -24.6907
cosmos_9523 1 0 55.4627
cosmos_9527 1 0 21.8638
cosmos_9530 1 1 -21.6593
cosmos_9531 1 0 -56.632
cosmos_9533 1 0 -34.3274
cosmos_9535 1 0 52.4662
cosmos_9538 3 1 3.3348
cosmos_9543 1 1 -51.415
cosmos_9547 1 1 -13.4299
cosmos_9548 1 1 11.152
cosmos_9553 2 0 -64.247
cosmos_9555 4 0 63.7263
cosmos_9557 3 0 46.4355
cosmos_956 1 0 80.5647
cosmos_9562 4 1 7.0662
cosmos_9572 1 0 -8.802
cosmos_9577 1 1 53.964
cosmos_9591 0 1 -52.4059
cosmos_9593 2 0 -7.4997
cosmos_9598 2 0 -23.2716
cosmos_9600 2 0 -32.8132
cosmos_9601 4 0 25.0585
cosmos_9608 4 0 -23.5673
cosmos_9610 3 1 29.275
cosmos_9612 1 1 -20.8122
cosmos_9614 1 1 -60.9474
cosmos_9616 1 1 -70.863
cosmos_9617 3 1 30.913
cosmos_963 4 0 -48.8729
cosmos_9630 3 1 53.1165
cosmos_9634 3 1 62.4378
cosmos_9636 4 0 -3.7731
cosmos_9638 1 0 -60.1913
cosmos_964 3 1 61.5644
cosmos_9640 1 1 -47.7969
cosmos_9643 0 0 37.9383
cosmos_9649 1 0 71.0067
cosmos_9651 1 1 80.4165
cosmos_9653 1 1 -19.1994
cosmos_9655 2 1 73.0191
cosmos_9665 1 1 19.415
cosmos_9667 4 0 -59.8229
cosmos_967 1 0 -80.0179
